property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,aipl the peaceful homes,sector 70a,2.8,11914.89,2350.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1322 sq.ft. (122.82 sq.m.),3,4,3,22.0,North-East,Relatively New,2350.0,,1322.0,0,1,0,0,0,0,49,783.3333333333334
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.41,915.0,Carpet area: 915 (85.01 sq.m.),2,2,2,0.0,,Under Construction,,,915.0,0,0,0,0,0,0,49,457.5
flat,signature global solera,sector 107,0.28,5833.33,480.0,Carpet area: 489 (45.43 sq.m.),2,2,2,11.0,South,Relatively New,,,489.0,0,0,0,0,0,0,45,240.0
flat,antriksh heights,sector 84,0.92,5041.1,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,2.0,East,Relatively New,1825.0,,,1,0,0,1,0,0,67,608.3333333333334
flat,ats tourmaline,sector 109,1.75,10000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3,3,3,4.0,,New Property,1750.0,1466.0,1460.0,0,0,0,0,0,0,31,583.3333333333334
flat,m3m capital,sector 113,2.51,14799.53,1696.0,Super Built up area 1695(157.47 sq.m.),3,3,3+,2.0,North-West,Under Construction,1695.0,,,1,0,0,0,0,0,49,565.3333333333334
flat,smart world gems,sector 89,1.0,9009.01,1110.0,Carpet area: 1110 (103.12 sq.m.),2,2,3,3.0,,New Property,,,1110.0,1,0,0,0,1,0,99,555.0
flat,pioneer park,sector 61,2.1,11666.67,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,15.0,South-East,Relatively New,1800.0,,1400.0,0,0,0,0,0,1,49,600.0
house,independent,sector 43,7.85,29074.07,2700.0,Plot area 300(250.84 sq.m.),9,9,3+,3.0,West,Relatively New,,300.0,,1,1,0,1,1,2,49,300.0
flat,smart world gems,sector 89,1.0,9033.42,1107.0,Carpet area: 1107 (102.84 sq.m.),2,2,2,1.0,,Under Construction,,,1107.0,1,0,0,0,0,0,38,553.5
flat,tata primanti,sector 72,5.0,11111.11,4500.0,Built Up area: 4500 (418.06 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,2.0,North-East,Moderately Old,,4500.0,3500.0,1,1,0,1,1,1,174,1125.0
flat,ramprastha city,dwarka expressway,1.3,9027.78,1440.0,Super Built up area 1440(133.78 sq.m.),3,3,2,3.0,,Under Construction,1440.0,,,0,0,0,0,0,0,0,480.0
flat,emaar mgf emerald floors premier,sector 65,2.35,16206.9,1450.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,2.0,South-East,Relatively New,1650.0,1500.0,1450.0,1,1,0,0,0,1,64,483.3333333333333
flat,pivotal riddhi siddhi,sector 99,0.4,4444.44,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 587 sq.ft. (54.53 sq.m.),2,2,2,9.0,,New Property,900.0,,587.0,0,0,0,0,0,0,60,450.0
flat,kamal residence,sohna road,0.4,7633.59,524.0,Carpet area: 524 (48.68 sq.m.),2,2,1,0.0,North-East,New Property,,,524.0,0,0,0,0,1,1,16,262.0
flat,m3m merlin,sector 67,3.5,14843.09,2358.0,Super Built up area 2358(219.07 sq.m.),3,4,3+,15.0,South,Relatively New,2358.0,,,0,1,0,0,0,1,158,786.0
flat,eldeco accolade,sector 33,1.2,8042.9,1492.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,2,0.0,North,New Property,,1492.0,900.0,1,0,0,0,0,0,55,746.0
flat,tulip violet,sector 69,1.43,8887.51,1609.0,Super Built up area 1608(149.39 sq.m.),3,3,2,1.0,North-West,Relatively New,1608.0,,,0,0,0,1,0,0,86,536.3333333333334
house,sector 15 part 2 rwa,sector 15,10.0,22222.22,4500.0,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Old Property,,502.0,,0,0,0,0,0,0,49,900.0
flat,smart world gems,sector 89,0.95,8903.47,1067.0,Super Built up area 1067(99.13 sq.m.)Carpet area: 578 sq.ft. (53.7 sq.m.),2,2,2,1.0,East,Under Construction,1067.0,,578.0,1,0,0,0,0,0,122,533.5
flat,tulip violet,sector 69,1.2,10909.09,1100.0,Built Up area: 1100 (102.19 sq.m.),2,3,0,0.0,,Undefined,,1100.0,,0,0,0,0,0,0,54,550.0
flat,signature global solera,sector 107,0.6,8000.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,8.0,,Undefined,,750.0,650.0,0,0,0,0,0,0,55,250.0
flat,mvn athens,sohna road,0.25,5186.72,482.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,3.0,East,Relatively New,,,481.684525,0,0,0,0,0,0,51,241.0
house,independent,sector 9,0.35,9722.22,360.0,Plot area 40(33.45 sq.m.),2,2,1,2.0,South-East,Old Property,,40.0,,0,0,0,0,0,0,0,180.0
flat,vatika emilia floors,sector 83,0.65,6190.48,1050.0,Super Built up area 1050(97.55 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),2,2,2,1.0,South,Relatively New,1050.0,950.0,850.0,0,0,0,0,0,1,174,525.0
flat,vatika independent floors,sector 82,1.45,8055.56,1800.0,Built Up area: 1800 (167.23 sq.m.),4,3,0,1.0,,Undefined,,1800.0,,0,0,0,0,0,0,50,450.0
flat,experion the heartsong,sector 108,0.87,11852.86,734.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South-West,Relatively New,1283.0,978.23,734.43,0,1,0,0,0,1,123,367.0
flat,sare homes,sector 92,0.71,5354.45,1326.0,Carpet area: 1326 (123.19 sq.m.),3,3,3,2.0,North-West,Relatively New,,,1326.0,0,0,0,1,0,0,108,442.0
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.38,1975.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,0.0,West,Relatively New,1975.0,,,1,1,0,0,0,1,151,493.75
house,independent,sector 25,11.0,35529.72,3096.0,Plot area 344(287.63 sq.m.),5,5,3+,2.0,,Relatively New,,344.0,,1,1,1,1,0,0,29,619.2
flat,hsiidc sidco aravali,manesar,0.9,3477.59,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,3+,8.0,East,Moderately Old,2588.0,1900.0,,0,1,0,0,0,0,23,862.6666666666666
flat,breez global hill view,sohna road,0.3,5128.21,585.0,Carpet area: 585.41 (54.39 sq.m.),2,2,1,11.0,North,New Property,,,585.448521,0,0,0,0,0,0,91,292.5
flat,pyramid urban homes 2,sector 86,0.5,9615.38,520.0,Carpet area: 520 (48.31 sq.m.),2,2,1,10.0,,Relatively New,,,520.0,0,0,0,0,0,0,15,260.0
flat,mapsko mount ville,sector 79,1.3,8724.83,1490.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1176 sq.ft. (109.25 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3,19.0,East,Relatively New,1490.0,1176.0,863.91,0,0,1,0,0,1,102,496.6666666666667
flat,bestech park view residency,sector 2,1.55,8072.92,1920.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,4.0,East,Old Property,1920.0,,,0,1,0,0,0,0,84,640.0
flat,mapsko mount ville,sector 79,1.25,8389.26,1490.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1058 sq.ft. (98.29 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3,18.0,South,Relatively New,1490.0,1058.0,863.91,1,0,0,0,0,1,102,496.6666666666667
flat,signature global park,sohna road,0.78,6446.28,1210.0,Carpet area: 1210 (112.41 sq.m.),3,3,3,3.0,South-West,Relatively New,,,1210.0,0,0,0,1,0,0,150,403.3333333333333
house,independent,sector 7,1.2,11194.03,1072.0,Built Up area: 1072 (99.59 sq.m.),2,4,2,3.0,,Undefined,,1072.0,,0,0,0,0,0,0,0,536.0
flat,sobha city,sector 108,2.5,14611.34,1711.0,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),3,3,2,19.0,East,New Property,1711.0,1480.0,1111.44,0,0,0,0,0,0,166,570.3333333333334
flat,dlf new town heights,sector 90,1.42,4864.68,2919.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,8.0,East,Moderately Old,2364.0,,,0,1,1,0,0,0,31,729.75
flat,signature global park,sohna road,0.56,6812.65,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,South,New Property,,,822.0,0,0,0,0,0,0,111,411.0
house,independent,sector 2,4.95,20370.37,2430.0,Plot area 270(225.75 sq.m.),6,5,3+,3.0,West,Relatively New,,270.0,,0,1,0,0,0,0,91,405.0
house,independent,sector 26,4.6,12198.36,3771.0,Plot area 419(350.34 sq.m.),4,4,3+,,,Old Property,,419.0,,0,0,0,0,0,0,28,942.75
flat,dlf the primus,sector 82a,1.85,10283.49,1799.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,2.0,South,Relatively New,1799.0,,1538.0,0,0,0,0,0,1,44,599.6666666666666
flat,smart world orchard,sector 61,2.55,15644.17,1630.0,Carpet area: 1630 (151.43 sq.m.),3,3,2,4.0,,New Property,,,1630.0,0,0,0,0,1,0,30,543.3333333333334
flat,imperia the esfera,sector 37c,0.87,5513.31,1578.0,Super Built up area 1578(146.6 sq.m.),2,3,3+,9.0,North-East,New Property,1578.0,,,1,0,0,0,0,0,49,789.0
flat,unitech fresco,sector 50,1.8,9589.77,1877.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1870 sq.ft. (173.73 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,6.0,North-East,Moderately Old,1877.0,1870.0,1600.0,0,1,0,0,0,1,174,625.6666666666666
flat,m3m woodshire,sector 107,1.65,5960.98,2768.0,Super Built up area 2768(257.16 sq.m.),4,5,3+,12.0,North-West,Relatively New,2768.0,,,0,1,0,0,0,0,21,692.0
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.22,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,2.0,South,Relatively New,,,1975.0,1,1,0,0,0,1,108,493.75
flat,huda ashok vihar phase,sector 4,0.43,6615.38,650.0,Carpet area: 650 (60.39 sq.m.),2,2,1,2.0,,Relatively New,,,650.0,0,0,0,0,0,0,7,325.0
flat,tarc maceo,sector 91,0.87,6641.22,1310.0,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,9.0,North-West,Relatively New,1310.0,,1000.0,0,0,1,0,0,0,78,655.0
flat,sare crescent parc,sector 92,1.0,5128.21,1950.0,Carpet area: 1950 (181.16 sq.m.),4,3,2,1.0,East,Relatively New,,,1950.0,0,0,0,0,0,0,49,487.5
flat,lotus homz,sector 111,0.5,14836.8,337.0,Carpet area: 336.96 (31.3 sq.m.),1,1,1,2.0,,Relatively New,,,336.91007,0,0,0,0,0,2,72,337.0
flat,umang monsoon breeze,sector 78,0.7,5718.95,1224.0,Built Up area: 1224 (113.71 sq.m.),2,2,2,5.0,,Undefined,,1224.0,,0,0,0,0,0,0,0,612.0
flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129.03,1550.0,Super Built up area 1550(144 sq.m.),3,3,2,5.0,West,Moderately Old,1550.0,,,0,0,0,0,1,0,30,516.6666666666666
flat,gls arawali homes,sohna road,0.35,7000.0,500.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2,2,2,5.0,,Relatively New,567.0,556.0,500.0,0,0,0,0,0,0,30,250.0
house,independent,sector 11,1.35,3857.14,3500.0,Plot area 3500(325.16 sq.m.),10,6,3+,3.0,,Old Property,,3500.0,,0,0,0,0,0,0,0,350.0
flat,dlf the ultima,sector 81,3.5,11686.14,2995.0,Super Built up area 2995(278.24 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,5,3+,7.0,North-East,Relatively New,2995.0,,2200.0,0,1,0,0,0,2,174,748.75
flat,bestech park view residency,sector 2,1.51,7868.68,1919.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,Moderately Old,1920.0,,,0,1,0,0,0,1,84,639.6666666666666
house,independent,sector 26,7.0,39259.67,1783.0,Plot area 1782.72(165.62 sq.m.),5,5,2,3.0,North-East,Relatively New,,1782.72,,0,1,0,0,0,0,9,356.6
flat,dlf new town heights,sector 91,2.0,6966.21,2871.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,16.0,East,Moderately Old,2727.0,,,1,1,0,1,0,0,65,717.75
flat,tulip leaf,sector 69,2.06,11387.51,1809.0,Super Built up area 1812(168.34 sq.m.),3,3,3,16.0,South-West,Relatively New,1812.0,,,0,0,0,0,0,0,49,603.0
flat,ats kocoon,sector 109,1.68,9627.51,1745.0,Super Built up area 1745(162.12 sq.m.),3,3,3,8.0,North-East,Relatively New,1745.0,,,0,0,0,0,0,0,142,581.6666666666666
house,vatika the seven lamps,sector 82,1.6,6597.94,2425.0,Plot area 2425(225.29 sq.m.),4,4,3+,16.0,North,Moderately Old,,2425.0,,0,1,0,0,0,0,94,606.25
house,dlf new town heights,sector 86,2.47,7718.75,3200.0,Plot area 3200(297.29 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3+,,West,Moderately Old,,2800.0,2200.0,0,1,0,1,0,1,130,800.0
house,international city by sobha phase 2,sector 109,11.25,25000.0,4500.0,Plot area 500(418.06 sq.m.),7,5,3+,4.0,North-East,Relatively New,,500.0,,1,1,0,1,0,0,42,642.8571428571429
flat,breez global hill view,sohna road,2.6,5214.6,4986.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,6.0,,New Property,,,554.1255719999999,0,0,0,0,0,0,42,2493.0
flat,whiteland blissville,sector 76,1.9,11363.64,1672.0,Super Built up area 1672(155.33 sq.m.),3,3,2,0.0,,Under Construction,1672.0,,,0,0,0,0,0,0,61,557.3333333333334
flat,signature global park,sohna road,0.95,7851.24,1210.0,Built Up area: 1210 (112.41 sq.m.),3,2,3+,3.0,East,New Property,,1210.0,,0,0,0,0,0,0,85,403.3333333333333
flat,dlf park place,sector 54,6.75,24963.02,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4,4,2,8.0,North,Moderately Old,2704.0,,1534.0,0,1,0,0,0,2,135,676.0
flat,godrej aria,sector 79,0.96,13296.4,722.0,Super Built up area 1351(125.51 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),2,2,3,8.0,North-East,Relatively New,1351.0,,722.0,0,0,0,0,0,0,49,361.0
flat,,sector 78,0.6,3692.31,1625.0,Built Up area: 1625 (150.97 sq.m.),2,2,0,,,Under Construction,,1625.0,,0,0,0,0,0,0,0,812.5
flat,m3m skywalk,sector 74,1.57,11002.1,1427.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,10.0,South,Relatively New,1424.0,1300.0,1100.0,0,0,0,0,1,0,137,713.5
house,birla navya,sector 63a,3.85,15437.05,2494.0,Carpet area: 2494 (231.7 sq.m.),3,3,3+,4.0,,New Property,,,2494.0,0,1,0,0,0,1,160,831.3333333333334
flat,surendra avenue 69,sector 69,0.75,6818.18,1100.0,Built Up area: 1100 (102.19 sq.m.),2,2,2,4.0,,Moderately Old,,1100.0,,0,0,0,0,0,0,0,550.0
flat,tulip violet,sector 69,3.25,10105.72,3216.0,Super Built up area 3216(298.78 sq.m.),4,5,3+,14.0,,Relatively New,3216.0,,,0,0,0,1,1,0,20,804.0
flat,experion the heartsong,sector 108,3.0,18393.62,1631.0,Super Built up area 2779(258.18 sq.m.)Built Up area: 2204.25 sq.ft. (204.78 sq.m.)Carpet area: 1631.07 sq.ft. (151.53 sq.m.),4,5,3+,2.0,South-West,Relatively New,2779.0,2204.25,1631.07,0,1,0,0,0,2,149,407.75
house,row house,sector 105,0.43,9129.51,471.0,Plot area 52(43.48 sq.m.)Built Up area: 1050 sq.yards (877.93 sq.m.),3,3,3,2.0,,Relatively New,,1050.0,,0,0,0,0,0,0,0,157.0
flat,ats triumph,sector 104,2.62,8317.46,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,14.0,North,Relatively New,3150.0,,,0,1,0,0,0,0,174,787.5
house,independent,sector 3,0.55,6707.32,820.0,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,1,2.0,South-East,Moderately Old,,810.0,715.0,0,0,0,0,0,0,0,410.0
flat,conscient heritage max,sector 102,1.75,9062.66,1931.0,Super Built up area 1931(179.4 sq.m.),3,4,3+,16.0,South,Relatively New,1931.0,,,0,1,0,0,0,1,134,643.6666666666666
flat,mapsko mount ville,sector 79,1.2,13840.83,867.0,Super Built up area 1510(140.28 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3,3,3,18.0,North,Relatively New,1510.0,,867.24,1,0,0,1,0,1,160,289.0
flat,dlf park place,sector 54,4.85,30180.46,1607.0,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),3,4,3+,6.0,North,Moderately Old,1983.0,1785.0,1607.0,0,1,0,0,0,2,158,535.6666666666666
house,independent,sector 7,3.1,13777.78,2250.0,Plot area 250(209.03 sq.m.),3,3,2,2.0,North-West,Old Property,,250.0,,0,0,0,0,0,0,22,750.0
flat,breez global heights,sohna road,0.4,6688.96,598.0,Super Built up area 950(88.26 sq.m.)Carpet area: 597.53 sq.ft. (55.51 sq.m.),2,2,2,7.0,,Relatively New,950.0,,597.53,0,0,0,0,0,0,57,299.0
house,independent,sector 3 phase 3 extension,1.5,5000.0,3000.0,Built Up area: 3000 (278.71 sq.m.),6,1,0,1.0,,New Property,,3000.0,,0,0,0,0,0,0,0,500.0
flat,vatika gurgaon,sector 83,1.25,6313.13,1980.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,North,Moderately Old,1980.0,1700.0,1400.0,0,1,0,0,0,0,95,660.0
flat,la vida by tata housing,sector 113,2.48,14090.91,1760.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,3,3+,8.0,,New Property,2217.0,1980.0,1760.0,0,1,0,0,0,0,79,586.6666666666666
house,independent,sector 26,6.75,27777.78,2430.0,Plot area 270(225.75 sq.m.),3,3,3,2.0,North-East,Moderately Old,,270.0,,0,0,0,0,0,0,27,810.0
flat,dlf the ultima,sector 81,2.3,10936.76,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,19.0,East,Relatively New,2103.0,1617.0,1257.0,1,1,0,1,1,2,49,701.0
flat,kendriya vihar,sector 56,0.65,8609.27,755.0,Carpet area: 755 (70.14 sq.m.),1,1,1,0.0,,Moderately Old,,,755.0,0,0,0,0,0,0,143,755.0
house,vipul world,sector 48,3.35,5583.33,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,3+,3.0,South,Undefined,,6000.0,,0,0,0,0,0,0,53,1000.0
flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,Super Built up area 3400(315.87 sq.m.),4,5,3,3.0,East,Relatively New,3400.0,,,0,1,1,0,0,0,90,850.0
flat,ats tourmaline,sector 109,2.95,9365.08,3150.0,Super Built up area 3150(292.64 sq.m.),4,5,3+,10.0,North-East,Relatively New,3150.0,,,0,1,0,0,0,0,101,787.5
flat,signature global synera,sector 81,0.31,7434.05,417.0,Super Built up area 417(38.74 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),1,1,1,13.0,North,Relatively New,417.0,,320.0,0,0,0,0,0,2,123,417.0
flat,ss almeria,sector 84,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,2.0,,New Property,2000.0,,1700.0,0,1,0,0,0,0,108,666.6666666666666
flat,parsvnath exotica,sector 53,5.0,17271.16,2895.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively New,2895.0,2500.0,2200.0,0,1,0,1,1,1,49,965.0
flat,signature global park 4,sector 36,0.72,6428.57,1120.0,Carpet area: 1120 (104.05 sq.m.),3,2,3,2.0,,Under Construction,,,1120.0,0,0,0,0,0,0,0,373.3333333333333
flat,gls arawali homes,sohna road,0.28,4307.69,650.0,Super Built up area 650(60.39 sq.m.),2,2,2,12.0,,New Property,650.0,,,0,0,0,0,0,0,0,325.0
flat,ss the leaf,sector 85,2.0,6578.95,3040.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,South-East,Relatively New,2812.0,,,0,1,1,0,0,0,106,760.0
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.33,450.0,Plot area 450(41.81 sq.m.),2,2,0,2.0,North,Relatively New,,450.0,,0,0,0,0,0,0,0,225.0
flat,dlf the ultima,sector 81,2.2,10461.25,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1570 sq.ft. (145.86 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,5.0,East,Relatively New,2103.0,1570.0,1257.0,1,1,0,1,1,2,49,701.0
flat,emaar gurgaon greens,sector 102,1.42,8606.06,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022 sq.ft. (94.95 sq.m.),3,3,3,4.0,North,Relatively New,1650.0,,1022.0,0,0,0,0,1,0,49,550.0
flat,signature global park 4,sector 36,0.85,11333.33,750.0,Carpet area: 750 (69.68 sq.m.),3,2,3,1.0,,New Property,,,750.0,0,0,0,0,0,0,33,250.0
house,bptp visionnaire,sector 70a,4.0,6665.56,6001.0,Plot area 6000(557.42 sq.m.),4,4,3+,2.0,North-East,Relatively New,,6000.0,,0,1,0,0,0,0,154,1500.25
flat,aipl zen residences,sector 70a,1.4,11093.5,1262.0,Built Up area: 1262 (117.24 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2,16.0,North-East,Undefined,,1262.0,800.0,0,0,0,0,0,0,0,631.0
flat,rof aalayas,sector 102,0.45,8411.21,535.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2,2,1,14.0,North,Relatively New,597.0,,535.4,0,0,0,0,0,2,57,267.5
flat,emaar mgf emerald floors premier,sector 65,2.7,16363.64,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North-West,Relatively New,,,1650.0,0,1,1,0,0,1,108,550.0
house,independent,sector 43,2.15,13030.3,1650.0,Built Up area: 1650 (153.29 sq.m.),1,1,0,1.0,,Undefined,,1650.0,,0,0,0,0,0,0,0,1650.0
house,independent,sector 50,6.5,21666.67,3000.0,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,,Undefined,,3000.0,,0,0,0,0,0,0,0,600.0
flat,godrej summit,sector 104,1.75,7530.12,2324.0,Carpet area: 2324 (215.91 sq.m.),4,5,3+,1.0,,New Property,,,2324.0,0,1,0,0,0,0,60,581.0
flat,microtek greenburg,sector 86,1.23,8310.81,1480.0,Super Built up area 1480(137.5 sq.m.),2,2,3,13.0,South,Relatively New,1480.0,,,1,0,0,0,0,0,6,740.0
flat,alpha corp gurgaonone,sector 84,2.24,6523.01,3434.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3,12.0,West,Relatively New,3434.0,,2900.0,0,1,0,0,0,0,20,858.5
flat,experion windchants,sector 112,3.75,13383.3,2802.0,Super Built up area 2802(260.31 sq.m.),3,5,3+,22.0,South-West,Relatively New,2802.0,,,0,1,0,0,0,1,49,934.0
flat,tulip violet,sector 69,1.37,8907.67,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,North-East,Relatively New,1538.0,,,0,0,0,0,0,0,116,512.6666666666666
house,independent,sector 2,5.0,15384.62,3250.0,Carpet area: 3250 (301.93 sq.m.),6,6,2,1.0,South,Undefined,,,3250.0,0,0,0,0,0,0,0,541.6666666666666
flat,smart world orchard,sector 61,1.85,14800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),2,2,2,3.0,,New Property,,,1250.0,0,0,0,0,0,0,44,625.0
flat,tulip monsella,sector 53,8.25,28004.07,2946.0,Super Built up area 2940(273.13 sq.m.),3,4,3,8.0,,Under Construction,2940.0,,,0,1,0,0,0,2,35,982.0
flat,ramprasta awho,sector 95,0.92,5257.14,1750.0,Built Up area: 1750 (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,13.0,North-East,Undefined,,1750.0,1600.0,0,0,0,0,0,0,0,583.3333333333334
flat,godrej frontier,sector 80,1.1,5705.39,1928.0,Super Built up area 1928(179.12 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1391 sq.ft. (129.23 sq.m.),3,3,3,8.0,North-West,Moderately Old,1928.0,1580.0,1391.0,0,1,0,0,0,0,111,642.6666666666666
flat,ild grand centra,sector 37c,0.95,5219.78,1820.0,Built Up area: 1820 (169.08 sq.m.),3,1,0,0.0,,Undefined,,1820.0,,0,0,0,0,0,0,0,606.6666666666666
flat,bptp freedom park life,sector 57,5.5,8982.52,6123.0,Built Up area: 5010 (465.44 sq.m.),5,6,3+,19.0,East,Moderately Old,,5010.0,,0,1,0,1,0,1,153,1224.6
flat,aipl the peaceful homes,sector 70a,2.5,11627.91,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,15.0,North-East,Relatively New,2150.0,,1350.0,0,0,0,0,1,1,174,716.6666666666666
flat,ats triumph,sector 104,2.6,8253.97,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,12.0,South,Relatively New,3150.0,,,0,1,0,0,0,0,118,787.5
flat,tulip violet,sector 69,1.55,9822.56,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,5.0,North-East,Relatively New,1578.0,,,0,0,0,1,0,0,99,526.0
house,dlf city plots,sector 26,4.0,4530.52,8829.0,Plot area 109(91.14 sq.m.),4,3,2,2.0,,Relatively New,,109.0,,0,0,0,0,0,1,0,2207.25
flat,smartworld 1dxp,sector 113,2.75,10589.14,2597.0,Carpet area: 2597 (241.27 sq.m.),4,4,3+,20.0,East,Under Construction,,,2597.0,1,1,0,1,0,2,57,649.25
house,ss aaron ville,sector 49,6.75,19736.84,3420.0,Plot area 380(317.73 sq.m.),5,4,2,2.0,North,Old Property,,380.0,,1,1,1,0,0,0,78,684.0
