property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,emaar digihomes,sector 62,2.1,13925.73,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,1,49
flat,ireo victory valley,sector 67,3.05,12650.35,3,3,3+,21.0,Relatively New,2029.0,0,1,0,0,0,1,157
flat,pareena coban residences,sector 99a,1.4,7010.52,3,5,3+,6.0,New Property,1807.0,0,0,0,0,0,0,15
flat,dlf the arbour,sector 63,7.52,18999.49,4,4,3,15.0,New Property,3956.0,0,0,0,0,0,0,61
flat,bhawna cghs,sector 43,3.25,10156.25,4,4,3+,12.0,Moderately Old,3115.0,0,0,0,1,0,1,119
flat,ss the leaf,sector 85,1.15,10017.42,2,2,3+,18.0,Relatively New,1380.0,0,0,1,0,0,0,156
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11695.91,2,2,3,14.0,Moderately Old,1368.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,1.45,6141.47,3,4,3+,7.0,Relatively New,1900.0,0,1,0,0,0,0,67
flat,orris carnation residency,sector 85,0.9,4531.72,4,4,3,8.0,Moderately Old,1575.0,0,0,0,0,0,1,40
flat,eldeco accolade,sohna road,1.14,6529.21,3,3,3+,4.0,Relatively New,1382.0,0,0,0,0,0,0,157
house,my home,new sector 2,0.34,12592.59,2,2,2,3.0,Moderately Old,270.0,0,0,0,0,0,0,22
house,independent,sector 43,5.75,29715.76,4,4,2,2.0,Old Property,1935.0,0,1,1,1,0,0,34
flat,mvn athens,sohna road,0.24,4210.53,2,2,1,12.0,Relatively New,516.0,0,0,0,0,0,0,38
house,independent,sector 3 phase 3 extension,0.85,8500.0,1,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
flat,dlf regal gardens,sector 90,1.79,8081.26,4,3,3+,10.0,Moderately Old,2461.0,0,0,0,0,0,0,63
flat,experion the heartsong,sector 108,1.3,8344.03,3,3,3+,7.0,Relatively New,1661.0,1,0,0,0,0,0,150
flat,sare homes,sector 92,0.5,4237.29,3,3,2,1.0,Relatively New,1068.0,0,0,0,0,0,0,26
flat,corona gracieux,sector 76,0.75,5660.38,2,2,3,13.0,Relatively New,1199.0,0,0,0,0,0,1,0
flat,indiabulls enigma,sector 110,3.79,9895.56,5,5,3,4.0,Relatively New,3466.0,0,1,0,0,1,0,125
flat,hcbs sports ville,sohna road,0.2,2666.67,2,2,1,4.0,New Property,743.0,0,0,0,0,0,0,15
flat,sare homes,new,0.85,4786.04,4,4,3,3.0,Moderately Old,1607.0,0,0,0,0,0,0,0
flat,pareena mi casa,sector 68,1.1,8835.34,2,2,3,11.0,New Property,1127.0,0,0,0,0,0,0,95
house,international city by sobha phase 2,sector 109,10.0,27777.78,4,5,3+,2.0,New Property,3600.0,1,1,0,1,1,1,49
flat,puri emerald bay,sector 104,2.25,10465.12,3,4,3+,4.0,Relatively New,2303.0,0,1,0,0,0,1,159
flat,m3m the marina,sector 68,2.22,14322.58,3,2,3,4.0,Relatively New,1403.0,0,0,0,0,0,0,44
house,independent,sector 110,0.34,6800.0,1,1,0,1.0,Relatively New,500.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,0.88,7963.8,2,2,3,2.0,New Property,1228.0,1,0,0,0,0,0,44
flat,godrej aria,sector 79,1.7,7426.82,3,4,3+,6.0,New Property,1659.0,0,1,0,0,0,0,81
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2,2,0,5.0,Relatively New,549.0,0,0,0,0,0,0,0
flat,ramsons kshitij,sector 95,0.35,5494.51,2,2,0,5.0,New Property,637.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,0.78,6170.89,2,2,2,3.0,Relatively New,1144.0,0,0,0,0,0,0,72
house,international city by sobha phase 2,sector 76,7.0,12962.96,5,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,0,154
flat,bestech park view residency,sector 2,1.36,7644.74,3,3,3+,5.0,Moderately Old,1611.0,0,0,0,0,0,0,84
flat,m3m capital,sector 113,1.83,13969.47,2,2,0,7.0,New Property,1310.0,0,0,0,0,0,0,68
flat,sare green parc phase 3,sector 92,0.7,5279.03,3,2,2,4.0,Relatively New,1325.0,0,0,0,0,0,0,56
flat,shree vardhman flora,sector 90,0.65,4814.81,2,2,3,10.0,Moderately Old,1222.0,1,0,0,0,0,1,83
flat,ambience creacions,sector 22,4.63,14983.82,3,5,3+,5.0,New Property,2796.0,0,1,0,0,1,0,120
flat,dlf express greens,manesar,1.5,6358.63,4,5,3+,10.0,New Property,2135.0,0,1,0,0,0,0,32
flat,shapoorji pallonji joyville,sector 102,1.1,12021.86,2,2,1,7.0,Relatively New,915.0,0,0,0,0,0,0,0
flat,mittal surya vihar,sector 21,0.8,7079.65,2,2,2,6.0,Old Property,1256.0,0,0,0,0,0,0,0
flat,mahindra luminare,sector 59,5.8,19173.55,3,4,3,16.0,New Property,3361.0,0,1,0,0,0,1,49
flat,silverglades the melia,sohna road,1.01,6999.31,2,2,3,12.0,Under Construction,1184.0,1,0,0,0,0,0,80
flat,shree vardhman flora,sector 90,0.65,4814.81,2,2,3,3.0,Relatively New,1222.0,1,0,0,0,0,0,106
flat,orchid petals,sector 49,2.35,11559.27,3,3,3,15.0,Relatively New,2030.0,0,0,0,0,1,0,49
house,independent,sector 43,9.5,42222.22,5,5,3+,2.0,Relatively New,2250.0,0,1,0,1,0,1,88
flat,bptp terra,sector 37d,1.8,8215.43,4,3,3,12.0,Relatively New,1983.0,1,0,0,0,0,1,144
flat,smart world orchard,sector 61,2.57,15766.87,3,3,2,3.0,Under Construction,1630.0,1,0,0,0,0,0,0
flat,ambience caitriona,sector 24,14.0,22222.22,4,5,3,3.0,Old Property,6300.0,0,0,0,0,0,0,0
flat,zara aavaas,sector 104,0.4,7029.88,2,2,1,4.0,Relatively New,514.0,0,0,0,0,0,0,52
flat,pareena mi casa,sector 68,1.9,9227.78,3,3,3+,1.0,Under Construction,2288.0,0,1,0,0,0,0,49
flat,experion windchants,sector 112,3.29,11741.61,3,3,3+,2.0,Relatively New,2225.56,0,1,0,0,0,1,152
house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,8878.5,4,3,2,1.0,Old Property,1070.0,0,0,0,0,0,0,8
flat,whiteland blissville,sector 76,1.92,11793.61,3,3,2,3.0,Under Construction,1628.0,0,0,0,0,0,0,61
flat,ss,sector 85,2.1,7467.99,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
flat,gls arawali homes,sohna road,0.35,6076.39,2,2,2,11.0,Relatively New,528.0,0,0,0,0,0,0,64
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5888.77,2,2,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,70
flat,ss the leaf,sector 85,1.06,6343.51,2,2,2,12.0,Relatively New,1512.0,0,0,0,0,0,0,44
flat,puri the aravallis,sector 61,3.9,33219.76,3,4,3+,33.0,Under Construction,1174.0,0,1,0,0,0,0,158
house,independent,sohna road road,0.49,4260.87,2,2,1,3.0,New Property,1150.0,0,0,0,0,0,0,0
house,independent,sector 17,0.29,3254.77,2,1,0,0.0,Old Property,891.0,0,0,0,0,0,0,0
flat,raheja revanta,sector 78,1.2,10016.69,1,2,2,32.0,Under Construction,823.0,0,0,0,0,0,0,39
house,independent,sector 7,3.85,14649.92,4,4,3,3.0,Old Property,2628.0,0,0,0,0,0,0,27
flat,ats tourmaline,sector 109,2.1,8123.79,3,4,3+,11.0,Relatively New,2100.0,0,1,0,0,0,1,165
flat,dlf express greens,manesar,1.6,6808.51,4,6,3+,4.0,Relatively New,2611.0,1,1,0,1,0,0,49
house,malibu towne,sector 47,1.15,4646.46,3,3,3,2.0,Old Property,275.0,0,0,0,0,0,1,33
house,independent,sector 43,8.5,31481.48,5,5,3,3.0,Moderately Old,2700.0,0,1,0,0,0,1,113
flat,signature global park,sohna road,0.9,8035.71,3,2,2,2.0,Under Construction,1014.0,0,0,0,0,0,0,144
house,independent,sector 39,0.34,7555.56,1,1,1,1.0,Relatively New,450.0,0,0,0,0,0,0,0
flat,godrej,sector 33,0.95,6859.21,2,2,3+,3.0,Under Construction,1253.0,0,0,0,0,0,0,0
flat,guru gram haryana cghs,sector 56,1.38,7225.13,3,3,3,5.0,Moderately Old,1910.0,1,0,0,0,0,1,134
flat,viridian the plaza 106,sector 106,0.39,5571.43,1,1,1,7.0,Relatively New,567.0,0,0,0,0,0,0,130
flat,breez global heights,sohna road,0.46,6478.87,2,2,2,6.0,Relatively New,789.0,0,0,0,0,0,2,49
house,eros rosewood villas,sector 49,2.5,13513.51,3,3,2,2.0,Moderately Old,1900.0,0,0,1,1,0,0,59
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.16,3,3,3,10.0,Relatively New,1676.0,0,0,0,0,0,0,59
flat,signature global solera 2,sector 107,0.37,6678.7,2,2,2,9.0,New Property,615.0,0,0,0,0,0,0,23
flat,ashiana anmol,sohna road,0.9,7058.82,2,2,2,8.0,Relatively New,1275.0,0,0,0,0,0,0,0
house,independent,sector 39,15.0,33333.33,5,5,3+,4.0,Moderately Old,4500.0,0,1,0,0,0,1,27
flat,ireo victory valley,sector 67,3.05,16266.67,3,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,1,165
flat,godrej nature plus,sector 33,1.1,7971.01,2,2,2,14.0,Under Construction,1533.0,0,0,0,0,0,0,56
flat,signature global park,sohna road,0.79,7308.05,3,2,3+,4.0,Under Construction,978.0,0,0,0,0,0,0,109
flat,allure homes,sector 12,0.72,7272.73,2,2,1,2.0,Relatively New,1100.0,0,0,0,0,1,1,16
flat,ireo skyon,sector 60,3.7,13214.29,4,5,3,10.0,Relatively New,2534.0,0,1,0,0,0,1,165
flat,sare homes,sector 92,0.56,4729.73,3,1,3,1.0,Moderately Old,1316.0,0,0,0,0,0,1,75
flat,ss the leaf,sector 85,1.2,7317.07,2,2,3,12.0,Relatively New,1484.0,0,0,0,0,0,1,157
house,vatika signature villas,sector 82,3.2,14349.78,3,4,3,1.0,New Property,2160.0,1,1,1,1,0,0,66
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.77,2,2,2,9.0,Relatively New,1230.0,0,0,0,0,0,0,100
flat,dlf royalton tower,sector 43,6.5,20687.46,4,4,3+,9.0,Moderately Old,2712.0,0,1,0,0,0,0,7
flat,vatika gurgaon,sector 83,1.1,6050.61,3,3,3,12.0,Relatively New,1570.0,0,1,0,0,0,1,66
house,unitech espace,sector 50,11.5,35493.83,5,6,0,1.0,Moderately Old,3240.0,0,0,0,0,0,0,0
flat,m3m skycity,sector 65,1.8,13698.63,2,2,3,13.0,New Property,1456.0,0,0,0,0,0,0,73
flat,la vida by tata housing,sector 113,3.72,13984.96,5,4,3+,0.0,New Property,2956.0,0,0,0,1,0,2,44
flat,breez global heights,sohna road,0.46,4842.11,2,2,2,4.0,Relatively New,800.0,0,0,0,0,0,2,93
flat,hero homes,sector 104,1.9,11249.26,3,3,3,16.0,Under Construction,1365.0,0,0,0,1,0,1,103
flat,umang winter hills,sector 77,0.75,5588.67,2,2,2,7.0,Relatively New,1180.0,0,0,0,0,0,1,174
house,independent,sector 48,8.4,25925.93,4,4,3,2.0,Old Property,3240.0,0,1,0,1,0,1,15
flat,pyramid elite,sector 86,0.45,7745.27,2,2,1,4.0,Under Construction,646.0,0,0,0,0,0,0,66
flat,dlf regal gardens,sector 90,2.05,8999.12,4,4,3+,5.0,Relatively New,2005.0,0,0,0,0,0,1,49
flat,alpha corp gurgaonone,sector 84,1.49,7590.42,3,3,3,6.0,Relatively New,1833.0,0,1,0,0,0,0,28
flat,m3m capital,sector 113,2.57,15575.76,4,5,3+,25.0,Under Construction,2060.0,1,0,0,0,0,1,79
house,independent,sector 54,3.75,26041.67,4,4,3,3.0,Moderately Old,1440.0,0,1,0,0,0,1,13
flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,Relatively New,1618.0,0,0,1,0,0,0,79
house,tata primanti,sector 72,8.6,12285.71,4,5,3+,3.0,Relatively New,7000.0,0,0,0,0,0,1,30
flat,pyramid urban homes 2,sector 86,0.5,8319.47,2,2,1,2.0,Relatively New,668.0,0,0,0,0,0,0,35
flat,tata primanti,sector 72,6.75,19285.71,4,4,3+,0.0,New Property,4000.0,0,1,0,0,0,1,174
house,huda sector-56 gurgaon,sector 56,3.6,24844.72,5,5,3+,3.0,Moderately Old,1449.0,0,0,0,0,1,0,47
flat,m3m heights,sector 65,2.29,15980.46,2,2,3,8.0,Under Construction,1592.0,1,0,0,0,0,0,15
flat,paras dews,sector 106,0.97,8818.18,2,2,3,6.0,New Property,1200.0,0,0,0,1,0,1,174
flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,5.0,Relatively New,1338.0,0,0,1,0,0,1,165
flat,emaar gurgaon greens,sector 102,1.55,9393.94,3,4,3,7.0,Relatively New,1315.0,0,1,0,0,0,1,152
flat,raheja sampada,sector 92,0.7,4452.93,3,3,0,7.0,Relatively New,1572.0,0,0,0,0,0,0,0
flat,spaze privy,sector 72,1.9,9620.25,3,3,3,10.0,Moderately Old,1787.0,0,1,0,0,0,1,31
flat,godrej nature plus,sector 33,1.15,11557.79,2,2,2,15.0,Under Construction,103.0,0,0,0,0,0,0,38
flat,signature global city 37d ph 2,sector 37d,1.1,8148.15,3,3,1,2.0,Under Construction,1500.0,0,0,0,1,0,0,30
house,independent,sector 2,5.6,17283.95,8,6,3+,2.0,Moderately Old,3240.0,1,1,1,1,0,0,0
flat,godrej habitat,sector 3,1.3,9002.77,2,2,2,6.0,Under Construction,1604.0,0,0,0,0,0,0,36
flat,adani m2k oyster grande,sector 102,2.5,7817.39,4,5,3+,5.0,Relatively New,2894.0,0,1,0,0,0,0,76
house,independent,sector 14,4.6,20444.44,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,0,0
flat,adani m2k oyster grande,sector 102,1.9,14074.07,3,4,3,21.0,Relatively New,1605.0,0,1,0,0,0,0,60
flat,bptp terra,sector 37d,1.75,7987.22,4,4,3,7.0,Relatively New,2100.0,0,0,0,0,1,1,120
flat,uphaar homes,sector 105,0.45,4736.84,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,1,44
flat,indiabulls centrum park,sector 103,2.2,7652.17,4,6,3+,4.0,Relatively New,2602.0,0,1,0,0,0,1,108
house,dlf city plots phase 2,sector 25,10.5,29021.56,4,4,2,2.0,Old Property,3618.0,0,1,0,1,0,1,91
flat,m3m woodshire,sector 107,1.32,6330.94,3,3,3,10.0,Relatively New,1758.0,0,0,0,0,0,0,117
house,vipul tatvam villa,sector 48,8.5,26234.57,4,6,3,3.0,Old Property,3240.0,0,1,0,1,1,0,49
flat,signature andour heights,sector 71,0.6,10000.0,2,2,1,5.0,Relatively New,557.0,0,0,0,1,0,0,59
house,independent,sector 17b,8.5,18813.63,4,4,2,2.0,Old Property,4518.0,1,1,0,1,0,1,21
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.11,2,2,3,0.0,Relatively New,1073.0,0,0,0,0,0,0,49
flat,tulip violet,sector 69,1.95,9701.49,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,157
flat,ss the leaf,sector 85,1.25,7179.78,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,0,49
house,independent,sector 55,3.55,24499.65,4,4,3+,2.0,Old Property,1449.0,0,0,0,0,0,1,27
flat,ashiana mulberry,sohna road,0.74,6016.26,2,2,3+,12.0,Relatively New,1367.0,0,0,0,0,0,0,71
house,independent,sector 24,6.5,22855.13,4,4,2,2.0,Old Property,2844.0,0,0,0,1,0,0,35
flat,signature global city,sector 37d,1.1,8494.21,3,3,2,2.0,Under Construction,1439.0,0,0,0,0,0,0,36
flat,baani city center,sector 63,0.88,10945.27,1,1,2,4.0,New Property,804.0,0,0,0,0,0,0,0
flat,pivotal devaan,sector 84,0.35,7246.38,2,2,2,4.0,Relatively New,537.0,0,0,0,0,0,0,37
flat,m3m skycity,sector 65,2.1,16030.53,2,2,2,43.0,New Property,1186.0,0,0,0,0,0,0,127
flat,chd avenue,sector 71,1.3,5531.91,4,4,3,5.0,Moderately Old,2127.0,0,1,0,0,0,0,126
house,eros rosewood villas,sector 49,2.75,19841.27,3,3,1,2.0,Old Property,1386.0,0,0,0,0,1,1,80
flat,paras dews,sector 106,1.35,8940.4,4,3,3,19.0,Old Property,1678.0,0,1,0,0,0,0,112
house,independent,sector 41,9.0,27777.78,8,5,3+,3.0,Old Property,3240.0,0,1,1,1,0,1,26
flat,shree vardhman flora,sector 90,0.65,4961.83,2,2,3,11.0,Relatively New,1225.0,1,0,0,0,0,1,49
flat,suncity avenue 76,sector 76,0.75,10204.08,2,2,2,11.0,Under Construction,665.0,0,0,0,0,0,0,57
house,independent,sector 4,0.4,8888.89,1,1,0,1.0,Moderately Old,50.0,0,0,0,0,0,0,0
house,independent,sector 41,7.25,29292.93,9,8,3,4.0,Old Property,2475.0,0,1,0,0,0,1,94
flat,ambience creacions,sector 22,3.5,19444.44,3,4,3+,8.0,New Property,2000.0,0,1,0,0,0,1,57
flat,paras dews,sector 106,1.35,7297.3,4,4,3+,18.0,Relatively New,2100.0,0,1,0,1,0,1,174
flat,shree vardhman victoria,sector 70,1.63,8358.97,3,3,3,5.0,New Property,1527.0,0,1,0,0,1,0,49
flat,ambience creacions,sector 22,2.4,17391.3,2,2,2,8.0,Relatively New,1200.0,0,0,0,0,1,2,112
flat,ats triumph,sector 104,1.73,7554.59,3,4,3+,15.0,Relatively New,2072.0,0,1,0,0,0,0,159
flat,tulip ivory,sector 70,2.0,8333.33,4,5,3+,2.0,Relatively New,2172.0,0,1,0,0,0,1,49
flat,suncity platinum towers,sector 28,7.0,22222.22,4,3,2,10.0,Moderately Old,2488.0,0,1,0,0,0,0,31
flat,godrej habitat,sector 3,1.2,8310.25,2,2,3,0.0,Under Construction,1307.0,0,0,0,0,0,0,60
flat,m3m merlin,sector 67,2.98,14557.89,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,49
house,independent,sector 109,1.55,6567.8,3,2,0,1.0,Relatively New,2360.0,0,0,0,0,0,0,0
flat,pioneer urban presidia,sector 62,6.5,14987.32,4,4,3+,3.0,Moderately Old,3925.0,1,0,0,0,0,0,86
flat,emaar mgf emerald floors premier,sector 65,2.77,14025.32,4,4,3+,3.0,Relatively New,2194.0,1,1,0,0,0,2,174
house,vipul tatvam villa,sector 48,6.4,24691.36,3,4,3,2.0,Relatively New,2592.0,1,1,1,0,0,1,148
flat,vatika gurgaon,sector 83,1.19,7437.5,3,3,2,10.0,Relatively New,1778.0,0,1,0,0,0,1,35
house,independent,sector 3,3.5,9210.53,1,1,0,1.0,Moderately Old,3800.0,0,0,0,0,0,0,0
flat,signature global city 37d ph 2,sector 37d,1.36,8848.41,3,3,3,1.0,Under Construction,1535.0,0,0,0,1,1,0,37
flat,tulip violet,sector 69,1.4,8928.57,3,3,1,12.0,Relatively New,1419.0,0,0,0,0,0,0,157
flat,parsvnath green ville,sector 48,1.6,8376.96,3,3,3+,8.0,Old Property,1895.0,0,0,0,0,1,1,49
flat,umang winter hills,sector 77,0.86,6408.35,2,2,2,16.0,New Property,1214.0,0,0,0,0,0,1,79
flat,ats triumph,sector 104,1.75,7641.92,3,4,3+,11.0,Relatively New,2072.0,0,1,0,0,0,0,110
house,independent,new sector 2,1.0,8795.07,3,2,2,1.0,Old Property,120.0,0,0,0,1,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20664.59,2,2,2,14.0,New Property,1145.0,0,0,0,0,0,0,152
flat,vipul lavanya,sector 81,1.0,8000.0,2,2,2,7.0,Relatively New,1131.0,0,0,0,0,0,0,31
flat,rof ananda,sector 95,0.37,5745.34,3,2,1,6.0,Relatively New,716.0,0,0,0,1,0,1,72
flat,m3m soulitude,sector 89,1.28,8827.59,3,3,2,4.0,Under Construction,1611.0,1,0,0,0,0,0,114
flat,vipul lavanya,sector 81,0.64,5263.16,2,2,3,12.0,Relatively New,1361.0,0,0,0,0,0,1,93
flat,ats tourmaline,sector 109,1.5,8571.43,3,3,3+,7.0,Relatively New,1466.0,0,0,0,0,0,0,165
flat,tulip violet,sector 69,3.1,9822.56,4,6,3+,14.0,Relatively New,2817.0,0,1,0,1,0,0,174
flat,sare homes,sector 92,0.58,4098.94,3,3,3,3.0,New Property,1281.0,0,0,0,0,0,0,54
house,naman residency,sector 4,0.5,11111.11,2,2,2,2.0,New Property,450.0,1,1,0,1,1,0,14
flat,orchid petals,sector 49,2.09,11578.95,3,3,3,0.0,Relatively New,1633.0,0,0,0,0,0,0,49
house,uppal southend,sector 49,3.75,25562.37,2,6,3,3.0,Moderately Old,1467.0,0,0,0,0,1,0,49
house,independent,sector 25,4.31,31925.93,5,4,3,3.0,Old Property,1350.0,0,0,0,0,0,0,40
flat,suncity vatsal valley,gwal pahari,1.0,13333.33,2,2,2,3.0,New Property,833.0,0,0,0,0,0,1,13
flat,lotus homz,sector 111,0.6,8450.7,2,2,3,9.0,New Property,789.0,0,0,0,0,0,0,52
flat,bestech park view ananda,sector 81,0.87,7952.47,2,2,3,8.0,Relatively New,1300.0,0,0,0,0,0,1,95
flat,shree vardhman victoria,sector 70,1.07,7925.93,2,2,3,8.0,Relatively New,1222.0,1,0,0,0,0,0,108
house,unitech south city,sector 50,5.88,27222.22,3,9,3+,3.0,Relatively New,2160.0,1,1,0,1,1,2,128
flat,pyramid urban homes 2,sector 86,0.5,9689.92,2,2,2,6.0,Old Property,573.0,0,0,0,0,0,0,15
flat,m3m woodshire,sector 107,0.9,6588.58,2,2,3+,4.0,Relatively New,1236.0,0,0,0,0,0,0,21
house,independent,sector 39,1.6,17937.22,1,1,2,2.0,Old Property,892.0,0,0,0,0,0,0,40
flat,emaar digihomes,sector 62,2.1,14256.62,2,2,2,30.0,New Property,1365.0,0,1,0,0,0,0,52
flat,chd avenue,sector 71,0.98,6049.38,3,3,3,0.0,Moderately Old,1466.0,1,0,0,0,0,0,65
flat,experion the heartsong,sector 108,0.93,6078.43,2,3,3,10.0,Relatively New,1161.0,0,0,0,0,0,0,81
flat,ats kocoon,sector 109,2.2,10501.19,3,4,3,13.0,Relatively New,1860.0,0,1,0,0,0,0,165
flat,krrish florence estate,sector 70,1.65,7764.71,3,4,3+,27.0,New Property,1923.0,1,1,0,0,0,0,81
flat,bptp astaire gardens,sector 70a,0.97,6585.2,3,3,3+,1.0,Relatively New,1339.0,0,0,0,0,1,0,149
flat,sidhartha ncr one,sector 95,0.57,4178.89,2,2,2,10.0,New Property,1364.0,0,0,0,0,0,0,0
flat,shree vardhman flora,sector 90,1.0,5128.21,3,4,3,8.0,New Property,1765.0,0,1,0,0,0,0,95
flat,bestech park view residency,sector 110,0.98,6930.69,2,2,3,11.0,Moderately Old,1281.0,0,0,0,0,0,0,83
flat,suncity avenue 76,sector 76,0.55,7422.4,2,2,2,9.0,Under Construction,823.0,0,0,0,0,0,0,26
flat,dlf new town heights,sector 86,1.27,6580.31,3,4,3,19.0,Relatively New,1800.0,0,1,0,1,0,0,126
flat,maxworth city residences,sector 10a,0.8,6400.0,2,3,2,9.0,New Property,1389.0,0,0,0,0,0,0,46
flat,paras dews,sector 106,0.88,6353.79,2,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,0,49
flat,smart world gems,sector 89,1.25,8784.26,3,3,3,2.0,Under Construction,1288.0,0,0,0,1,0,0,12
house,independent,sector 31,3.69,23699.42,4,4,2,2.0,Moderately Old,1557.0,1,1,0,1,0,1,75
house,nirvana cedar crest,sector 50,7.1,32870.37,5,4,3,2.0,Moderately Old,2160.0,1,0,1,1,0,1,110
flat,pareena laxmi apartments,sector 99a,0.3,5424.95,2,1,2,5.0,New Property,511.0,0,0,0,0,0,0,66
house,bptp astaire gardens,sector 70a,1.18,8137.93,3,3,3+,2.0,Relatively New,1611.0,0,0,0,0,1,1,153
flat,antriksh heights,sector 84,0.9,4931.51,3,3,3,11.0,Relatively New,1652.0,0,0,0,0,0,0,87
flat,bptp terra,sector 37d,1.45,8006.63,3,3,3,9.0,Relatively New,1639.0,0,0,0,0,0,0,107
flat,pioneer park,sector 61,3.6,12627.15,4,4,3,3.0,Moderately Old,2580.0,0,1,0,0,0,1,121
flat,ats triumph,sector 104,2.6,8813.56,4,4,3+,16.0,Relatively New,3064.0,0,1,0,0,0,1,150
flat,antriksh heights,sector 84,0.88,4821.92,3,3,3,16.0,Relatively New,1652.0,0,0,0,1,0,0,67
flat,sobha smriti apartments,sector 56,0.5,8333.33,1,1,2,3.0,Old Property,667.0,0,0,0,0,0,0,0
flat,bsf chs,gwal pahari,0.95,5937.5,3,3,3,13.0,Old Property,1778.0,0,0,0,0,0,0,37
flat,adani aangan galleria,sector 89,0.42,4941.18,2,2,2,3.0,Relatively New,769.0,0,0,0,0,0,0,0
flat,umang winter hills,sector 77,0.71,5306.43,2,2,2,6.0,Relatively New,1057.0,1,0,0,0,0,0,108
flat,dlf the primus,sector 82a,3.5,13430.54,5,5,3+,14.0,Relatively New,2896.0,1,0,0,0,0,2,49
flat,emaar mgf palm terraces select,sector 66,3.4,14107.88,4,4,3+,2.0,Relatively New,2210.0,0,1,0,0,0,1,157
house,independent,sector 12,1.4,8701.06,2,2,1,2.0,Old Property,166.0,0,0,0,0,0,0,0
flat,conscient elevate,sector 59,3.9,16993.46,3,1,0,0.0,Under Construction,2295.0,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,76
flat,sare crescent parc,sector 92,0.87,4971.43,4,4,2,2.0,Moderately Old,1584.0,0,0,1,0,0,2,115
flat,rof ananda,sector 95,0.55,5500.0,3,2,2,14.0,New Property,866.0,1,0,0,0,0,2,30
flat,suncity platinum towers,sector 28,6.0,22346.37,3,3,2,8.0,Moderately Old,2983.0,0,1,0,0,0,0,31
flat,signature global orchard avenue,sector 93,0.36,6716.42,2,2,2,6.0,Relatively New,604.0,0,0,0,0,0,0,16
flat,tulip violet,sector 69,1.66,10134.31,3,3,2,0.0,Relatively New,1482.0,0,0,0,0,0,0,157
flat,emaar palm gardens,sector 83,1.8,12000.0,3,4,3+,6.0,Relatively New,1667.0,0,1,0,0,0,1,96
house,independent,sector 38,4.0,21786.49,6,6,3+,4.0,Old Property,1836.0,1,1,0,1,1,1,137
house,independent,sector 7,0.45,5000.0,3,2,0,1.0,Old Property,1000.0,0,0,0,0,0,0,0
flat,green homes,sector 52,1.85,7872.34,3,3,3,7.0,Moderately Old,2127.0,0,1,0,0,0,0,28
flat,dlf the ultima,sector 81,2.25,10553.47,3,3,3+,6.0,New Property,1929.0,0,1,0,0,0,2,168
flat,smart world gems,sector 89,0.86,7796.92,2,3,3,4.0,Under Construction,998.0,0,0,0,0,0,0,45
flat,samadhan shri kamal cghs,sector 1,2.01,11426.95,4,4,3+,10.0,Moderately Old,1956.0,0,0,0,0,0,2,0
flat,birla navya,sector 63a,3.3,15348.84,3,3,3,4.0,Under Construction,2150.0,0,1,0,0,0,0,52
flat,pareena coban residences,sector 99a,1.1,7096.77,2,2,3,9.0,New Property,1368.0,1,0,0,0,0,0,88
flat,tarc maceo,sector 91,1.9,6975.04,4,4,3,9.0,Relatively New,2465.0,0,1,0,0,0,0,120
flat,dlf the icon,sector 43,6.0,26086.96,4,4,3+,18.0,Old Property,2556.0,0,1,0,0,0,1,150
flat,bestech park view sanskruti,sector 92,1.9,8172.04,4,4,3+,10.0,Relatively New,1920.0,1,1,0,1,1,0,49
house,independent,sector 7,2.0,13888.89,2,2,2,2.0,Old Property,160.0,0,0,0,0,0,0,22
